,participant,trial,order,response,rt,experiment
70,2,71,147,2,1457.01193809509,vision_sound
71,2,72,110,1,1561.439037323,vision_sound
72,2,73,6,2,1353.96289825439,vision_sound
73,2,74,33,3,11607.8810691833,vision_sound
74,2,75,119,1,1940.39487838745,vision_sound
75,2,76,70,1,3188.25697898865,vision_sound
76,2,77,28,2,6076.40814781189,vision_sound
77,2,78,144,2,1572.2439289093,vision_sound
78,2,79,88,3,846.578121185303,vision_sound
79,2,80,89,1,4057.68013000488,vision_sound
80,2,81,27,3,3690.11282920837,vision_sound
81,2,82,45,3,13863.7580871582,vision_sound
82,2,84,64,1,5111.41204833984,vision_sound
83,2,85,23,2,6188.23194503784,vision_sound
84,2,86,109,3,9690.45114517212,vision_sound
85,2,90,121,3,3236.42802238464,vision_sound
86,2,91,138,2,2199.75090026855,vision_sound
87,2,93,148,2,756.515026092529,vision_sound
88,2,94,92,2,5729.28595542908,vision_sound
89,2,97,77,3,1803.39813232422,vision_sound
90,2,98,87,3,1922.86610603333,vision_sound
91,2,99,54,3,3492.93518066406,vision_sound
92,2,100,93,3,1770.427942276,vision_sound
93,2,102,10,2,2205.44099807739,vision_sound
94,2,103,66,1,2096.73404693604,vision_sound
95,2,106,11,3,2114.60614204407,vision_sound
96,2,107,34,1,15609.9369525909,vision_sound
97,2,109,62,3,4631.00004196167,vision_sound
98,2,111,80,1,961.7018699646,vision_sound
99,2,112,35,3,5518.86010169983,vision_sound
100,2,113,18,2,9883.64887237549,vision_sound
101,2,114,57,1,1098.50811958313,vision_sound
102,2,115,72,3,3551.274061203,vision_sound
103,2,118,12,3,2502.37894058228,vision_sound
104,2,121,41,1,1571.07305526733,vision_sound
105,2,122,17,3,4052.74105072021,vision_sound
106,2,123,16,1,9209.95211601257,vision_sound
107,2,126,104,3,2010.07294654846,vision_sound
108,2,127,128,3,2039.41202163696,vision_sound
109,2,129,9,3,2884.32502746582,vision_sound
110,2,132,103,1,3272.05395698547,vision_sound
111,2,133,68,1,4184.61585044861,vision_sound
112,2,139,94,2,3690.60611724854,vision_sound
113,2,140,47,2,1749.66406822205,vision_sound
114,2,142,13,3,5697.13091850281,vision_sound
115,2,143,25,1,2279.68907356262,vision_sound
116,2,144,52,1,2540.70806503296,vision_sound
117,2,145,22,3,5892.26388931274,vision_sound
118,2,148,71,1,3648.20408821106,vision_sound
119,2,149,150,2,2423.12598228455,vision_sound
120,2,154,75,3,1598.64211082458,vision_sound
121,2,156,82,1,4487.40696907043,vision_sound
122,2,158,81,3,2878.93986701965,vision_sound
123,2,163,61,1,5405.05003929138,vision_sound
124,2,166,116,3,4533.14208984375,vision_sound
125,2,170,126,3,3266.27993583679,vision_sound
126,2,173,56,3,2998.87681007385,vision_sound
127,2,179,145,1,1450.53505897522,vision_sound
128,2,183,37,3,2036.7488861084,vision_sound
129,2,186,84,1,1986.38510704041,vision_sound
130,2,190,115,3,2027.59718894958,vision_sound
131,2,192,112,2,3261.9800567627,vision_sound
132,2,196,50,3,4595.58200836182,vision_sound
133,2,207,30,1,5206.66003227234,vision_sound
134,2,210,24,1,2613.23404312134,vision_sound
135,2,214,143,1,1864.30311203003,vision_sound
136,2,215,136,1,1741.03593826294,vision_sound
137,2,223,134,1,1564.29195404053,vision_sound
138,2,254,124,1,1674.97706413269,vision_sound
139,2,283,55,1,1681.02192878723,vision_sound
140,2,289,132,1,1475.86798667908,vision_sound
141,2,297,142,1,1382.01212882996,vision_sound
142,2,302,8,1,3895.86091041565,vision_sound
143,2,306,133,3,2129.13298606873,vision_sound
144,2,307,48,1,5309.55696105957,vision_sound
145,2,316,125,3,1819.85592842102,vision_sound
146,2,319,98,1,4463.63806724548,vision_sound
147,2,326,51,1,2124.11093711853,vision_sound
148,2,332,31,1,6111.8791103363,vision_sound
149,2,380,44,3,3303.70879173279,vision_sound
150,3,1,133,3,2113.56019973755,vision_sound
151,3,2,128,3,2437.31999397278,vision_sound
152,3,3,139,2,807.579040527344,vision_sound
153,3,4,36,3,1366.84012413025,vision_sound
154,3,5,95,2,3181.85496330261,vision_sound
155,3,6,81,1,2374.34601783752,vision_sound
156,3,7,119,3,2369.76599693298,vision_sound
157,3,8,97,1,1162.21904754639,vision_sound
158,3,9,91,1,8229.31909561157,vision_sound
159,3,10,149,2,994.330167770386,vision_sound
160,3,11,141,3,3028.3739566803,vision_sound
161,3,12,88,1,6994.07196044922,vision_sound
162,3,13,11,1,3261.4688873291,vision_sound
163,3,14,23,3,7817.97313690186,vision_sound
164,3,15,87,1,1204.745054245,vision_sound
165,3,16,109,2,1231.84895515442,vision_sound
166,3,17,84,1,1551.50198936462,vision_sound
167,3,18,4,3,9198.55690002441,vision_sound
168,3,19,6,1,2449.97096061707,vision_sound
169,3,20,10,2,8268.19920539856,vision_sound
170,3,21,111,2,1004.63700294495,vision_sound
171,3,22,83,2,2270.35689353943,vision_sound
172,3,23,16,2,3897.54104614258,vision_sound
173,3,24,73,3,756.283044815063,vision_sound
174,3,25,33,3,4488.38090896606,vision_sound
175,3,26,21,3,1193.91489028931,vision_sound
176,3,27,78,3,777.622938156128,vision_sound
177,3,28,17,2,3088.38105201721,vision_sound
178,3,29,118,1,1801.6529083252,vision_sound
179,3,30,100,2,1017.29798316956,vision_sound
180,3,31,77,3,7582.15689659119,vision_sound
181,3,32,136,3,4576.62391662598,vision_sound
182,3,33,123,2,953.366041183472,vision_sound
183,3,34,147,1,5353.85680198669,vision_sound
184,3,35,7,3,5516.86120033264,vision_sound
185,3,36,38,3,1948.38690757751,vision_sound
186,3,37,47,2,2636.63101196289,vision_sound
187,3,38,55,1,7257.07411766052,vision_sound
188,3,39,135,1,2080.18898963928,vision_sound
189,3,40,53,1,3227.24890708923,vision_sound
190,3,41,27,3,5321.51508331299,vision_sound
191,3,42,110,3,1937.824010849,vision_sound
192,3,43,137,1,1646.65007591248,vision_sound
193,3,44,102,3,4749.26114082336,vision_sound
194,3,45,127,1,6023.18716049194,vision_sound
195,3,46,115,2,1508.15606117249,vision_sound
196,3,47,15,2,3067.86108016968,vision_sound
197,3,48,145,3,1642.81415939331,vision_sound
198,3,49,150,3,4098.1240272522,vision_sound
199,3,50,3,1,4857.18107223511,vision_sound
200,3,51,31,3,2581.47215843201,vision_sound
201,3,52,98,1,7770.0560092926,vision_sound
202,3,53,51,2,2586.52997016907,vision_sound
203,3,54,40,2,7257.40098953247,vision_sound
204,3,55,19,2,3639.7750377655,vision_sound
205,3,56,22,1,2146.30007743835,vision_sound
206,3,57,65,3,1155.77483177185,vision_sound
207,3,58,68,1,2234.24696922302,vision_sound
208,3,59,60,3,2049.86810684204,vision_sound
209,3,60,59,3,11149.5480537415,vision_sound
210,3,61,143,3,3811.61785125732,vision_sound
211,3,62,96,3,2371.57297134399,vision_sound
212,3,63,130,2,3470.77798843384,vision_sound
213,3,64,41,2,2833.21595191956,vision_sound
214,3,65,30,3,10527.1799564362,vision_sound
215,3,66,28,3,2238.31295967102,vision_sound
216,3,67,144,1,703.119993209839,vision_sound
217,3,68,140,2,1438.21477890015,vision_sound
218,3,69,8,2,1549.51405525208,vision_sound
219,3,70,32,3,12317.1331882477,vision_sound
220,3,71,126,2,3612.86997795105,vision_sound
221,3,72,86,1,3513.51284980774,vision_sound
222,3,73,49,3,1299.88789558411,vision_sound
223,3,74,129,3,4165.22812843323,vision_sound
224,3,75,50,2,1772.09186553955,vision_sound
225,3,76,121,1,6095.19791603088,vision_sound
226,3,77,13,2,5497.73502349854,vision_sound
227,3,78,14,3,4825.12497901917,vision_sound
228,3,79,106,3,1305.11689186096,vision_sound
229,3,80,57,3,5518.52011680603,vision_sound
230,3,81,138,3,1797.50394821167,vision_sound
231,3,82,5,2,6721.52280807495,vision_sound
232,3,84,131,2,4192.03114509583,vision_sound
233,3,85,35,1,4906.7280292511,vision_sound
234,3,86,105,3,4876.81698799133,vision_sound
235,3,90,1,3,3103.51514816284,vision_sound
236,3,91,82,2,2760.87284088135,vision_sound
237,3,93,74,2,901.437044143677,vision_sound
238,3,94,26,2,5454.0638923645,vision_sound
239,3,97,70,3,2127.43902206421,vision_sound
240,3,98,125,3,4127.5110244751,vision_sound
241,3,99,71,1,9784.79409217834,vision_sound
242,3,100,61,1,3164.03603553772,vision_sound
243,3,102,103,1,3483.37602615356,vision_sound
244,3,103,72,1,2743.28303337097,vision_sound
245,3,106,25,2,4933.33220481873,vision_sound
246,3,107,39,1,1352.36191749573,vision_sound
247,3,109,114,2,7394.9818611145,vision_sound
248,3,111,93,1,861.713886260986,vision_sound
249,3,112,18,3,12785.68983078,vision_sound
250,3,113,42,2,5890.30790328979,vision_sound
251,3,114,148,1,615.039825439453,vision_sound
252,3,115,92,3,3403.88202667236,vision_sound
253,3,118,34,2,3389.37997817993,vision_sound
254,3,121,56,1,1426.47099494934,vision_sound
255,3,122,112,3,4282.37414360046,vision_sound
256,3,123,94,3,2605.86190223694,vision_sound
257,3,126,146,3,1804.31890487671,vision_sound
258,3,127,62,3,1768.46385002136,vision_sound
259,3,129,90,3,2948.23789596558,vision_sound
260,3,132,43,1,14768.5511112213,vision_sound
261,3,133,2,2,3713.1679058075,vision_sound
262,3,139,80,2,2620.9921836853,vision_sound
263,3,140,69,2,1484.61008071899,vision_sound
264,3,142,54,3,3669.76118087769,vision_sound
265,3,143,48,1,1239.76492881775,vision_sound
266,3,144,132,1,5676.13005638123,vision_sound
267,3,145,142,2,2950.86312294006,vision_sound
268,3,148,52,1,1994.76504325867,vision_sound
269,3,149,20,1,4923.26498031616,vision_sound
270,3,154,12,3,1426.07307434082,vision_sound
271,3,156,117,3,4490.41891098022,vision_sound
272,3,158,79,3,2725.45599937439,vision_sound
273,3,163,99,1,6826.984167099,vision_sound
274,3,166,29,2,2935.33611297607,vision_sound
275,3,170,124,3,2785.31384468079,vision_sound
276,3,173,75,2,1840.01088142395,vision_sound
277,3,179,46,1,2315.86599349976,vision_sound
278,3,183,24,3,1293.57504844666,vision_sound
279,3,186,108,1,3854.02297973633,vision_sound
280,3,190,113,3,2375.02098083496,vision_sound
281,3,192,104,1,6999.83811378479,vision_sound
282,3,196,116,3,2758.81195068359,vision_sound
283,3,207,120,2,7203.23705673218,vision_sound
284,3,210,44,1,3364.6080493927,vision_sound
285,3,214,58,1,6993.21389198303,vision_sound
286,3,215,122,1,2689.82195854187,vision_sound
287,3,223,101,1,2809.79108810425,vision_sound
288,3,254,85,1,6741.87397956848,vision_sound
289,3,283,66,2,2817.36588478088,vision_sound
290,3,289,63,1,1283.98513793945,vision_sound
291,3,297,134,1,3002.41684913635,vision_sound
292,3,302,67,1,16255.9418678284,vision_sound
293,3,306,45,3,15464.2050266266,vision_sound
294,3,307,76,3,8373.02708625793,vision_sound
295,3,316,64,3,4974.68400001526,vision_sound
296,3,319,37,2,12615.9851551056,vision_sound
297,3,326,9,1,10275.1169204712,vision_sound
298,3,332,89,2,3293.08795928955,vision_sound
299,3,380,107,1,9558.16602706909,vision_sound
300,4,1,34,3,6234.54904556274,vision_sound
301,4,2,145,2,1161.29183769226,vision_sound
302,4,3,88,2,742.755889892578,vision_sound
303,4,4,31,3,1340.34514427185,vision_sound
304,4,5,46,1,2947.03412055969,vision_sound
305,4,6,33,2,5899.69491958618,vision_sound
306,4,7,24,3,3346.41695022583,vision_sound
307,4,8,137,1,1235.66102981567,vision_sound
308,4,9,69,1,3214.36595916748,vision_sound
309,4,10,74,1,3451.73907279968,vision_sound
310,4,11,96,3,2438.70210647583,vision_sound
311,4,12,21,1,3229.47001457214,vision_sound
312,4,13,104,2,3179.2938709259,vision_sound
313,4,14,3,3,2615.72289466858,vision_sound
314,4,15,120,1,866.541862487793,vision_sound
315,4,16,51,2,1636.34085655212,vision_sound
316,4,17,23,1,1751.04713439941,vision_sound
317,4,18,146,2,1723.05417060852,vision_sound
318,4,19,141,1,462.619781494141,vision_sound
319,4,20,20,1,3320.17207145691,vision_sound
320,4,21,2,2,1551.73087120056,vision_sound
321,4,22,129,2,2539.56890106201,vision_sound
322,4,23,144,2,2883.48889350891,vision_sound
323,4,24,140,3,613.281965255737,vision_sound
324,4,25,41,1,3413.31815719604,vision_sound
325,4,26,103,3,987.35499382019,vision_sound
326,4,27,118,3,1091.99786186218,vision_sound
327,4,28,123,1,1640.32506942749,vision_sound
328,4,29,95,1,2031.27813339233,vision_sound
329,4,30,32,2,634.299039840698,vision_sound
330,4,31,125,1,2397.37296104431,vision_sound
331,4,32,92,3,1752.84099578857,vision_sound
332,4,33,56,2,1071.33603096008,vision_sound
333,4,34,113,1,1623.1541633606,vision_sound
334,4,35,16,1,3016.8240070343,vision_sound
335,4,36,68,3,1910.1619720459,vision_sound
336,4,37,76,1,1586.46512031555,vision_sound
337,4,38,19,1,3903.02276611328,vision_sound
338,4,39,128,1,2024.53422546387,vision_sound
339,4,40,55,1,3701.20000839233,vision_sound
340,4,41,127,1,1136.34896278381,vision_sound
341,4,42,58,3,4996.05488777161,vision_sound
342,4,43,4,1,2979.29716110229,vision_sound
343,4,44,13,2,1902.19616889954,vision_sound
344,4,45,15,1,5504.10294532776,vision_sound
345,4,46,49,2,3104.52699661255,vision_sound
346,4,47,135,3,3011.2829208374,vision_sound
347,4,48,72,3,2089.43104743958,vision_sound
348,4,49,25,2,7212.68105506897,vision_sound
349,4,50,117,2,1470.1509475708,vision_sound
350,4,51,136,3,3142.01903343201,vision_sound
351,4,52,47,1,4279.46805953979,vision_sound
352,4,53,66,1,1210.20007133484,vision_sound
353,4,54,73,3,2885.13493537903,vision_sound
354,4,55,9,2,4088.68408203125,vision_sound
355,4,56,44,1,2706.65884017944,vision_sound
356,4,57,52,3,917.282819747925,vision_sound
357,4,58,77,3,2782.15312957764,vision_sound
358,4,59,26,3,5689.17512893677,vision_sound
359,4,60,106,2,4371.79088592529,vision_sound
360,4,61,93,1,2501.50918960571,vision_sound
361,4,62,147,1,1728.54804992676,vision_sound
362,4,63,61,1,1281.5899848938,vision_sound
363,4,64,97,2,5985.56399345398,vision_sound
364,4,65,67,1,4459.57088470459,vision_sound
365,4,66,30,2,3159.04784202576,vision_sound
366,4,67,64,1,825.982093811035,vision_sound
367,4,68,150,2,1148.39601516724,vision_sound
368,4,69,50,2,968.420028686523,vision_sound
369,4,70,86,1,3118.5040473938,vision_sound
370,4,71,71,2,3797.9907989502,vision_sound
371,4,72,12,1,2204.61487770081,vision_sound
372,4,73,81,3,1011.5909576416,vision_sound
373,4,74,48,3,3362.17713356018,vision_sound
374,4,75,36,1,5355.27014732361,vision_sound
375,4,76,134,3,8115.2331829071,vision_sound
376,4,77,91,3,906.666994094849,vision_sound
377,4,78,70,3,2392.80915260315,vision_sound
378,4,79,84,3,811.609029769897,vision_sound
379,4,80,54,3,5738.48700523376,vision_sound
380,4,81,6,3,9330.09600639343,vision_sound
381,4,82,116,2,4527.27699279785,vision_sound
382,4,84,35,1,3290.87996482849,vision_sound
383,4,85,98,1,1190.11187553406,vision_sound
384,4,86,10,3,3227.0839214325,vision_sound
385,4,90,114,3,2470.98207473755,vision_sound
386,4,91,111,2,2587.69607543945,vision_sound
387,4,93,87,2,743.001937866211,vision_sound
388,4,94,119,3,3034.23500061035,vision_sound
389,4,97,27,3,4308.64310264587,vision_sound
390,4,98,89,3,3428.40194702148,vision_sound
391,4,99,38,1,3465.65914154053,vision_sound
392,4,100,82,3,2267.1480178833,vision_sound
393,4,102,143,1,3503.97896766663,vision_sound
394,4,103,110,1,1231.54902458191,vision_sound
395,4,106,100,3,1634.16385650635,vision_sound
396,4,107,102,1,1383.88991355896,vision_sound
397,4,109,60,2,5431.76317214966,vision_sound
398,4,111,83,1,769.438982009888,vision_sound
399,4,112,62,2,2207.00907707214,vision_sound
400,4,113,8,1,1720.34096717834,vision_sound
401,4,114,126,1,880.051136016846,vision_sound
402,4,115,105,2,2638.32712173462,vision_sound
403,4,118,133,3,2082.19289779663,vision_sound
404,4,121,53,1,3942.05403327942,vision_sound
405,4,122,63,3,3396.2140083313,vision_sound
406,4,123,138,3,2455.94811439514,vision_sound
407,4,126,29,3,1315.55390357971,vision_sound
408,4,127,142,1,1411.1499786377,vision_sound
409,4,129,108,1,4482.2211265564,vision_sound
410,4,132,17,3,4600.68893432617,vision_sound
411,4,133,149,2,1783.23101997375,vision_sound
412,4,139,75,2,3523.38004112244,vision_sound
413,4,140,148,2,553.138017654419,vision_sound
414,4,142,124,2,2099.34306144714,vision_sound
415,4,143,45,1,2231.54091835022,vision_sound
416,4,144,37,3,2867.64812469482,vision_sound
417,4,145,139,2,3077.93498039246,vision_sound
418,4,148,42,1,3013.8988494873,vision_sound
419,4,149,80,2,1423.11716079712,vision_sound
420,4,154,122,3,605.7288646698,vision_sound
421,4,156,57,3,1973.3099937439,vision_sound
422,4,158,11,3,1765.82193374634,vision_sound
423,4,163,79,1,1309.96704101562,vision_sound
424,4,166,1,2,2205.71112632751,vision_sound
425,4,170,7,2,1818.73798370361,vision_sound
426,4,173,99,1,1719.01917457581,vision_sound
427,4,179,115,1,3000.11515617371,vision_sound
428,4,183,65,3,1014.36305046082,vision_sound
429,4,186,59,1,2423.44403266907,vision_sound
430,4,190,43,3,1970.00503540039,vision_sound
431,4,192,28,1,3262.88509368896,vision_sound
432,4,196,90,3,4219.22993659973,vision_sound
433,4,207,39,2,10086.2259864807,vision_sound
434,4,210,132,1,1566.42985343933,vision_sound
435,4,214,22,2,4257.04383850098,vision_sound
436,4,215,130,1,1450.70695877075,vision_sound
437,4,223,121,2,1682.42692947388,vision_sound
438,4,254,109,1,2586.04598045349,vision_sound
439,4,283,5,2,4305.4530620575,vision_sound
440,4,289,94,1,1152.81009674072,vision_sound
441,4,297,18,1,3143.24402809143,vision_sound
442,4,302,131,1,1802.94585227966,vision_sound
443,4,306,101,3,2262.02201843262,vision_sound
444,4,307,14,1,2528.92398834229,vision_sound
445,4,316,40,3,2780.26604652405,vision_sound
446,4,319,112,1,3385.38312911987,vision_sound
447,4,326,85,2,2118.88289451599,vision_sound
448,4,332,107,1,3519.21796798706,vision_sound
449,4,380,78,1,2284.35516357422,vision_sound
450,5,1,128,2,1116.4219379425,vision_sound
451,5,2,113,3,2067.29197502136,vision_sound
452,5,3,80,2,805.333852767944,vision_sound
453,5,4,144,3,582.143783569336,vision_sound
454,5,5,35,3,7082.02791213989,vision_sound
455,5,6,111,1,4356.07886314392,vision_sound
456,5,7,137,3,2340.14296531677,vision_sound
457,5,8,100,1,5065.12999534607,vision_sound
458,5,9,132,1,1085.04199981689,vision_sound
459,5,10,33,1,3223.38581085205,vision_sound
460,5,11,49,3,1189.82410430908,vision_sound
461,5,12,105,1,1376.05309486389,vision_sound
462,5,13,62,1,5606.93502426147,vision_sound
463,5,14,15,3,3336.66610717773,vision_sound
464,5,15,69,1,1702.32582092285,vision_sound
465,5,16,52,2,2886.46101951599,vision_sound
466,5,17,50,1,6716.57705307007,vision_sound
467,5,18,54,2,1679.58998680115,vision_sound
468,5,19,58,1,939.738035202026,vision_sound
469,5,20,53,1,2835.07299423218,vision_sound
470,5,21,123,2,541.63384437561,vision_sound
471,5,22,90,2,1891.21603965759,vision_sound
472,5,23,142,3,1173.46501350403,vision_sound
473,5,24,95,3,891.222953796387,vision_sound
474,5,25,145,2,4424.97110366821,vision_sound
475,5,26,104,3,438.019990921021,vision_sound
476,5,27,56,3,1136.21997833252,vision_sound
477,5,28,97,2,1825.3390789032,vision_sound
478,5,29,47,1,3096.48084640503,vision_sound
479,5,30,42,2,5279.83903884888,vision_sound
480,5,31,147,1,3129.14204597473,vision_sound
481,5,32,115,1,2136.22999191284,vision_sound
482,5,33,43,2,1156.05998039246,vision_sound
483,5,34,3,3,4963.2351398468,vision_sound
484,5,35,107,1,8491.01185798645,vision_sound
485,5,36,103,3,2558.48598480225,vision_sound
486,5,37,133,2,4665.34399986267,vision_sound
487,5,38,114,3,2018.75877380371,vision_sound
488,5,39,89,3,2357.64193534851,vision_sound
489,5,40,110,1,4726.3650894165,vision_sound
490,5,41,9,3,2824.97978210449,vision_sound
491,5,42,134,3,2496.73795700073,vision_sound
492,5,43,61,3,4610.30101776123,vision_sound
493,5,44,2,3,4778.17916870117,vision_sound
494,5,45,85,1,2748.40807914734,vision_sound
495,5,46,79,2,1695.27792930603,vision_sound
496,5,47,7,3,2785.86792945862,vision_sound
497,5,48,136,3,4208.56094360352,vision_sound
498,5,49,98,3,1803.96509170532,vision_sound
499,5,50,126,2,6849.22409057617,vision_sound
500,5,51,116,1,2657.14716911316,vision_sound
501,5,52,41,3,8973.16193580627,vision_sound
502,5,53,121,2,1817.32416152954,vision_sound
503,5,54,149,3,5743.38984489441,vision_sound
504,5,55,71,3,2416.66793823242,vision_sound
505,5,56,4,2,7895.56503295898,vision_sound
506,5,57,60,3,794.770956039429,vision_sound
507,5,58,68,1,5193.39680671692,vision_sound
508,5,59,39,3,6045.98689079285,vision_sound
509,5,60,77,3,3049.66998100281,vision_sound
510,5,61,28,3,3887.60900497437,vision_sound
511,5,62,83,3,8108.66403579712,vision_sound
512,5,63,125,2,3355.44300079346,vision_sound
513,5,64,87,2,4314.28098678589,vision_sound
514,5,65,119,1,1605.47995567322,vision_sound
515,5,66,150,2,3730.53503036499,vision_sound
516,5,67,146,1,474.993944168091,vision_sound
517,5,68,38,2,2255.75804710388,vision_sound
518,5,69,30,2,1222.84317016602,vision_sound
519,5,70,96,1,2398.93698692322,vision_sound
520,5,71,36,1,2944.63992118835,vision_sound
521,5,72,118,1,4632.5089931488,vision_sound
522,5,73,73,3,1394.69599723816,vision_sound
523,5,74,75,3,3306.8630695343,vision_sound
524,5,75,32,1,2111.28211021423,vision_sound
525,5,76,8,1,3688.97294998169,vision_sound
526,5,77,65,2,4670.70508003235,vision_sound
527,5,78,117,2,959.734916687012,vision_sound
528,5,79,20,3,1407.14383125305,vision_sound
529,5,80,66,1,3048.13098907471,vision_sound
530,5,81,84,3,2877.79808044434,vision_sound
531,5,82,27,2,3875.97584724426,vision_sound
532,5,84,22,1,5273.53310585022,vision_sound
533,5,85,16,2,3006.86597824097,vision_sound
534,5,86,34,2,10233.7789535522,vision_sound
535,5,90,94,3,1082.01289176941,vision_sound
536,5,91,76,2,3804.65984344482,vision_sound
537,5,93,139,2,641.670942306519,vision_sound
538,5,94,102,2,5012.32099533081,vision_sound
539,5,97,14,3,1465.91591835022,vision_sound
540,5,98,86,3,1804.09693717957,vision_sound
541,5,99,138,3,9224.25317764282,vision_sound
542,5,100,108,3,1300.52304267883,vision_sound
543,5,102,13,1,4491.17302894592,vision_sound
544,5,103,45,1,1950.5729675293,vision_sound
545,5,106,122,3,1672.70517349243,vision_sound
546,5,107,21,3,3667.97709465027,vision_sound
547,5,109,40,3,8944.14210319519,vision_sound
548,5,111,120,1,3776.85713768005,vision_sound
549,5,112,46,3,4790.82489013672,vision_sound
550,5,113,109,2,3619.40097808838,vision_sound
551,5,114,129,1,556.205034255981,vision_sound
552,5,115,148,3,4759.01699066162,vision_sound
553,5,118,81,3,2339.20407295227,vision_sound
554,5,121,25,1,4330.32202720642,vision_sound
555,5,122,112,3,1123.23617935181,vision_sound
556,5,123,143,1,1059.66305732727,vision_sound
557,5,126,91,3,1312.93392181396,vision_sound
558,5,127,12,3,2867.1350479126,vision_sound
559,5,129,10,2,7067.42191314697,vision_sound
560,5,132,135,1,2683.11786651611,vision_sound
561,5,133,57,1,5033.38503837585,vision_sound
562,5,139,131,2,2826.62105560303,vision_sound
563,5,140,37,2,1295.73202133179,vision_sound
564,5,142,63,2,2128.90911102295,vision_sound
565,5,143,130,1,1858.9940071106,vision_sound
566,5,144,74,1,3502.54392623901,vision_sound
567,5,145,67,2,6080.17683029175,vision_sound
568,5,148,127,1,1239.40992355347,vision_sound
569,5,149,48,2,2369.84395980835,vision_sound
570,5,154,101,3,782.196044921875,vision_sound
571,5,156,6,1,4389.16516304016,vision_sound
572,5,158,11,3,2783.34498405457,vision_sound
573,5,163,59,1,6438.77911567688,vision_sound
574,5,166,24,2,3610.2819442749,vision_sound
575,5,170,51,2,1892.28105545044,vision_sound
576,5,173,18,2,1675.65894126892,vision_sound
577,5,179,31,1,6207.72504806519,vision_sound
578,5,183,1,3,2327.34107971191,vision_sound
579,5,186,70,1,3823.64702224731,vision_sound
580,5,190,93,3,1550.99296569824,vision_sound
581,5,192,106,1,3033.65588188171,vision_sound
582,5,196,17,3,4115.54193496704,vision_sound
583,5,207,82,1,3831.25495910645,vision_sound
